isbn13,isbn10,title,authors,categories,description,thumbnail,average_rating,num_pages,cleaned_description,simple_categories_binary,genre,anger,disgust,fear,joy,neutral,sadness,surprise
9780006482079,0006482074,Warhost of Vastmark,Janny Wurts,Fiction,"Tricked once more by his wily half-brother, Lysaer, Lord of Light, arrives at the tiny harbor town of Merior to find that Arithon's ship yards have been abandoned and meticulously destroyed, and that the Master of Shadow has disappeared as if into thin air. Meanwhile Arithon and the Mad Prophet Dakar are traveling on foot through the treacherous Kelhorn Mountains towards the Vastmark clans, there to raise further support for his cause. But raising a warhost is a costly business. Is it mere coincidence that Princess Talith—Lysaer's beautiful, headstrong wife—is taken captive and held for a vast ransom by a master brigand? The forces of light and shadow circle and feint, drawing ever closer to a huge conflict. And in the background the Fellowship of Seven Sorcerers and the Koriani Enchantresses watch and plan, and wait.",http://books.google.com/books/content?id=uOL0fpS9WZkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03,522.0,tricked wily halfbrother lysaer lord light arrives tiny harbor town merior find arithons ship yard abandoned meticulously destroyed master shadow disappeared thin air meanwhile arithon mad prophet dakar traveling foot treacherous kelhorn mountain towards vastmark clan raise support cause raising warhost costly business mere coincidence princess talithlysaers beautiful headstrong wifeis taken captive held vast ransom master brigand force light shadow circle feint drawing ever closer huge conflict background fellowship seven sorcerer koriani enchantress watch plan wait,fiction,Literature & Drama,0.3006698489189148,0.2874763607978821,0.897000789642334,0.016693459823727608,0.8855161666870117,0.3096051514148712,0.18258178234100342
9780006483014,0006483011,The Once and Future King,Terence Hanbury White,Fiction,"An omnibus volume of the author's complete story of the Arthurian epic which includes: ""The sword in the stone"" (1939), ""The witch in the wood"" (1939), ""The ill-made knight"" (1940), ""The candle in the wind"" (published for the first time), and ""The book of Merlyn."" 1996.",http://books.google.com/books/content?id=Jx6BvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,823.0,omnibus volume author complete story arthurian epic includes sword stone witch wood illmade knight candle wind published first time book merlyn,fiction,Literature & Drama,0.017658401280641556,0.1779261827468872,0.04945685341954231,0.032197851687669754,0.8603723645210266,0.04835091903805733,0.055708225816488266
9780006483892,0006483895,Murder in LaMut,Raymond E. Feist;Joel Rosenberg,Fiction,"Available in the U.S. for the first time, this is the second volume in the exceptional Legends of the Riftwar series from ""New York Times""-bestselling authors Feist and Rosenberg.",http://books.google.com/books/content?id=I2jbBlMHlAMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7,337.0,available u first time second volume exceptional legend riftwar series new york timesbestselling author feist rosenberg,fiction,Literature & Drama,0.05883369967341423,0.07331308722496033,0.0401952899992466,0.5343115329742432,0.9092973470687866,0.16030186414718628,0.18016761541366577
9780006496878,0006496873,Mystical Paths,Susan Howatch,Fiction,1968 finds Nicholas Darrow wrestling with personal problems. How can he marry Rosalind when he is unable to avoid promiscuity? How can he become a priest when he finds it so difficult to live as one? And can he break his dangerous dependence on his father?,http://books.google.com/books/content?id=by4ytBy63o0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.23,576.0,find nicholas darrow wrestling personal problem marry rosalind unable avoid promiscuity become priest find difficult live one break dangerous dependence father,fiction,Literature & Drama,0.10263507813215256,0.025357665494084358,0.8091758489608765,0.003585193771868944,0.051310524344444275,0.8029155731201172,0.0068331630900502205
9780006496892,000649689X,Glittering Images,Susan Howatch,Fiction,"It is 1937, and Charles Ashworth, a Canon to the Archbishop of Canterbury, is sent to untangle a web of self-delusion and corruption at the episcopal palace of the charismatic Bishop of Starbridge.",http://books.google.com/books/content?id=rDHbn0ORKhQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,512.0,charles ashworth canon archbishop canterbury sent untangle web selfdelusion corruption episcopal palace charismatic bishop starbridge,fiction,Literature & Drama,0.16215944290161133,0.47978490591049194,0.0293923057615757,0.002157105365768075,0.14246302843093872,0.1753084510564804,0.008734785951673985
9780006499169,0006499163,Post Captain,Patrick O'Brian,Fiction,"This tale begins with Jack Aubrey arriving home from his exploits in the Mediterranean to find England at peace following the Treaty of Amiens. He and his friend Stephen Maturin, surgeon and secret agent, begin to live the lives of country gentlemen, hunting, entertaining and enjoying more amorous adventures. Their comfortable existence, however, is cut short when Jack is overnight reduced to a pauper with enough debts to keep him in prison for life. He flees to the continent to seek refuge: instead he finds himself a hunted fugitive as Napoleon has ordered the internment of all Englishmen in France. Aubrey's adventures in escaping from France and the debtors' prison will grip the reader as fast as his unequalled actions at sea.",http://books.google.com/books/content?id=S761k-z51Q4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.29,474.0,tale begin jack aubrey arriving home exploit mediterranean find england peace following treaty amiens friend stephen maturin surgeon secret agent begin live life country gentleman hunting entertaining enjoying amorous adventure comfortable existence however cut short jack overnight reduced pauper enough debt keep prison life flees continent seek refuge instead find hunted fugitive napoleon ordered internment englishman france aubreys adventure escaping france debtor prison grip reader fast unequalled action sea,fiction,Literature & Drama,0.20966766774654388,0.16600896418094635,0.7907243967056274,0.9211546182632446,0.6362952589988708,0.37104812264442444,0.04337816312909126
9780006499268,0006499260,The Reverse of the Medal,Patrick O'Brian,Fiction,"In this book, Jack Aubrey returns from his duties protecting whalers off the South American coast and is persuaded by a casual acquaintance to make investments in the City on the strength of supposedly certain information. From there he is led into the half-worlds of the London criminal underground and of government espionage - the province of his friend, Stephen Maturin.",http://books.google.com/books/content?id=YtjxFRb39Z4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.41,261.0,book jack aubrey return duty protecting whaler south american coast persuaded casual acquaintance make investment city strength supposedly certain information led halfworlds london criminal underground government espionage province friend stephen maturin,fiction,Literature & Drama,0.10191838443279266,0.1819186806678772,0.28457868099212646,0.7975154519081116,0.3810788094997406,0.031080834567546844,0.013560895808041096
9780006499626,0006499627,Miss Marple,Agatha Christie,Fiction,"Miss Marple featured in 20 short stories, published in a number of different collections in Britain and America. Presented here in their order of publication, Miss Marple uses her unique insight to deduce the truth about a series of unsolved crimes.",http://books.google.com/books/content?id=a96qPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2,359.0,miss marple featured short story published number different collection britain america presented order publication miss marple us unique insight deduce truth series unsolved crime,fiction,Literature & Drama,0.024609137326478958,0.012155840173363686,0.018375147134065628,0.3022974729537964,0.9116888642311096,0.015365028753876686,0.059596702456474304
9780006514640,0006514642,The Wise Woman,Philippa Gregory,History,"Alone and vulnerable, Alys joins a nunnery in an attempt to escape poverty but finds herself thrown back into the outside world when Henry VIII's wreckers destroy her sanctuary. With nothing but her looks, her magic and her own instinctive cunning, Alys has to tread a perilous path between the faith of her childhood and her own female power. When she falls in love with Hugo, the feudal lord and another woman's husband, she dips into witchcraft to defeat her rival and to win her lover, only to find that magic makes a poor servant but a dominant master. Since heresy against the new church means the stake, and witchcraft the rope, Alys's danger is mortal. A woman's powers are not longer safe to use...",http://books.google.com/books/content?id=BEr9wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.31,640.0,alone vulnerable alys join nunnery attempt escape poverty find thrown back outside world henry viii wrecker destroy sanctuary nothing look magic instinctive cunning alys tread perilous path faith childhood female power fall love hugo feudal lord another woman husband dip witchcraft defeat rival win lover find magic make poor servant dominant master since heresy new church mean stake witchcraft rope alyss danger mortal woman power longer safe use,nonfiction,Biography & History,0.06548044085502625,0.48908746242523193,0.92762291431427,0.011161869391798973,0.4026946723461151,0.5260812044143677,0.04767271503806114
9780006514855,0006514855,Girls' Night in,Jessica Adams;Chris Manby;Fiona Walker,Fiction,"'Girls' Night In' features stories about growing up, growing out of, moving out, moving on, falling apart and getting it all together. So turn off your cell phone and curl up on the couch: this is one 'Girls' Night In' you won't want to miss.",http://books.google.com/books/content?id=xLwHHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.26,586.0,girl night feature story growing growing moving moving falling apart getting together turn cell phone curl couch one girl night wont want miss,fiction,Literature & Drama,0.016607142984867096,0.01271894108504057,0.010384060442447662,0.056479256600141525,0.8665342926979065,0.0661453977227211,0.042146679013967514
9780006550433,0006550436,The Bonesetter's Daughter,Amy Tan,History,"Tells the story of three generations of Chinese women, beginning at the turn of the century.",http://books.google.com/books/content?id=4KHT6mIMDt4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98,352.0,tell story three generation chinese woman beginning turn century,fiction,Biography & History,0.002880960004404187,0.010192866437137127,0.015720436349511147,0.016049813479185104,0.868714451789856,0.013604468666017056,0.07283703982830048
9780006646006,000664600X,Ocean Star Express,Mark Haddon;Peter Sutton,Juvenile Fiction,"Joe and his parents are enjoying a summer holiday by the sea at the Ocean Star Hotel. The sky is bright blue, the sun shines and Joe loves all that the seaside has to offer. But when the fog rolls in and rain falls Joe begins to wish that he was back at home again. Things change, however, when the owner of the hotel invites Joe to share in a magical world, only a few steps away. The loft is black as night but then above Joe's head a thousand tiny stars begin to sparkle and in the distance he hears the chug-chug-chug of a model train. A whole world is soon to open up before Joe's eyes, a world of snow-capped mountains, great deserts, and rocking fishing boats.",http://books.google.com/books/content?id=I2QZAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.5,32.0,joe parent enjoying summer holiday sea ocean star hotel sky bright blue sun shine joe love seaside offer fog roll rain fall joe begin wish back home thing change however owner hotel invite joe share magical world step away loft black night joes head thousand tiny star begin sparkle distance hears chugchugchug model train whole world soon open joes eye world snowcapped mountain great desert rocking fishing boat,fiction,Childrens Books,0.06529024243354797,0.02315608225762844,0.027529116719961166,0.9748926162719727,0.8161153197288513,0.8713163137435913,0.25840631127357483
9780006754893,0006754899,A Small Pinch of Weather,Joan Aiken,Fiction,A magical and fantastic collection of early stories by one of the most original children's authors of the 20th century. For 8-11 year olds.,http://books.google.com/books/content?id=QiFhOBpYZoYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.27,239.0,magical fantastic collection early story one original childrens author th century year old,fiction,Literature & Drama,0.013750744983553886,0.013238543644547462,0.03430648148059845,0.8682592511177063,0.8363347053527832,0.036632899194955826,0.07551643997430801
9780007111503,0007111509,Partners in Crime,Agatha Christie,Fiction,"The Famous Volume Of Tommy & Tuppence Linked Short Stories, Reissued In A New Look To Coincide With The Brand New Series Of Tommy & Tuppence Bbc Movies. Tommy And Tuppence Beresford Were Restless For Adventure, So When They Were Asked To Take Over Blunt S International Detective Agency, They Leapt At The Chance. After Their Triumphant Recovery Of A Pink Pearl, Intriguing Cases Kept On Coming Their Way: A Stabbing On Sunningdale Golf Course; Cryptic Messages In The Personal Columns Of Newspapers; And Even A Box Of Poisoned Chocolates.",http://books.google.com/books/content?id=L0bfy0zgkegC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77,347.0,famous volume tommy tuppence linked short story reissued new look coincide brand new series tommy tuppence bbc movie tommy tuppence beresford restless adventure asked take blunt international detective agency leapt chance triumphant recovery pink pearl intriguing case kept coming way stabbing sunningdale golf course cryptic message personal column newspaper even box poisoned chocolate,fiction,Literature & Drama,0.01930909976363182,0.010724355466663837,0.5773186683654785,0.5923795700073242,0.20081213116645813,0.9700168967247009,0.15698657929897308
9780007113804,0007113803,Murder in Mesopotamia,Agatha Christie,Fiction,"An archaeologist's wife is murdered on the shores of the River Tigris in Iraq... It was clear to Amy Leatheran that something sinister was going on at the Hassanieh dig in Iraq; something associated with the presence of 'Lovely Louise', wife of celebrated archaeologist Dr Leidner. In a few days' time Hercule Poirot was due to drop in at the excavation site. But with Louise suffering from terrifying hallucinations, and tension within the group becoming almost unbearable, Poirot might just be too late...",http://books.google.com/books/content?id=oFkbc7BbYN0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89,264.0,archaeologist wife murdered shore river tigris iraq clear amy leatheran something sinister going hassanieh dig iraq something associated presence lovely louise wife celebrated archaeologist dr leidner day time hercule poirot due drop excavation site louise suffering terrifying hallucination tension within group becoming almost unbearable poirot might late,fiction,Literature & Drama,0.16889680922031403,0.21034276485443115,0.9762305021286011,0.04339931532740593,0.5893853306770325,0.5748459696769714,0.16743874549865723
9780007116263,0007116268,"The Lord of the Rings, the Return of the King",Jude Fisher,History,"A visual guide to the third in the Lord of the Rings movie trilogy. A large-format, full-colour guide to the characters, places, landscapes, artefacts, battles, and costumes as seen in the film, it features images, informative text and specially commissioned extras.",http://books.google.com/books/content?id=kNBnQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.59,72.0,visual guide third lord ring movie trilogy largeformat fullcolour guide character place landscape artefact battle costume seen film feature image informative text specially commissioned extra,nonfiction,Biography & History,0.0049022529274225235,0.009476796723902225,0.013261767104268074,0.1400652825832367,0.8274372816085815,0.006113982293754816,0.05535665154457092
9780007119332,000711933X,Death in the Clouds,Agatha Christie,Fiction,"A woman is killed by a poisoned dart in the enclosed confines of a commercial passenger plane... From seat No.9, Hercule Poirot was ideally placed to observe his fellow air passengers. Over to his right sat a pretty young woman, clearly infatuated with the man opposite; ahead, in seat No.13, sat a Countess with a poorly-concealed cocaine habit; across the gangway in seat No.8, a detective writer was being troubled by an aggressive wasp. What Poirot did not yet realize was that behind him, in seat No.2, sat the slumped, lifeless body of a woman.",http://books.google.com/books/content?id=M8iyckq4GQ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8,333.0,woman killed poisoned dart enclosed confines commercial passenger plane seat hercule poirot ideally placed observe fellow air passenger right sat pretty young woman clearly infatuated man opposite ahead seat sat countess poorlyconcealed cocaine habit across gangway seat detective writer troubled aggressive wasp poirot yet realize behind seat sat slumped lifeless body woman,fiction,Literature & Drama,0.040544819086790085,0.943983256816864,0.6172567009925842,0.03431239351630211,0.8067118525505066,0.3577602207660675,0.8509430289268494
9780007119356,0007119356,Appointment with Death,Agatha Christie,Fiction,"A repugnant Amercian widow is killed during a trip to Petra... Among the towering red cliffs of Petra, like some monstrous swollen Buddha, sat the corpse of Mrs Boynton. A tiny puncture mark on her wrist was the only sign of the fatal injection that had killed her. With only 24 hours available to solve the mystery, Hercule Poirot recalled a chance remark he'd overheard back in Jerusalem: 'You see, don't you, that she's got to be killed?' Mrs Boynton was, indeed, the most detestable woman he'd ever met...",http://books.google.com/books/content?id=lSYwsRkcw4YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,303.0,repugnant amercian widow killed trip petra among towering red cliff petra like monstrous swollen buddha sat corpse mr boynton tiny puncture mark wrist sign fatal injection killed hour available solve mystery hercule poirot recalled chance remark hed overheard back jerusalem see dont shes got killed mr boynton indeed detestable woman hed ever met,fiction,Literature & Drama,0.08205045759677887,0.8028467297554016,0.1705758273601532,0.004751861561089754,0.2019771784543991,0.35036879777908325,0.06762939691543579
9780007120680,0007120680,Hallowe'en Party,Agatha Christie,Fiction,"No one believes a little girl when she insists that she has witnessed a murder until she herself turns up drowned, and Hercule Poirot sets out to catch the killer.",http://books.google.com/books/content?id=Qlx98EGK_jMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.66,336.0,one belief little girl insists witnessed murder turn drowned hercule poirot set catch killer,fiction,Literature & Drama,0.11856547743082047,0.11242023855447769,0.47828084230422974,0.002757124835625291,0.22256022691726685,0.055615589022636414,0.009800521656870842
9780007120697,0007120699,Hercule Poirot's Christmas,Agatha Christie,Fiction,"On the night before Christmas, cruel, tyrannical, filthy-rich Simeon Lee is found in his locked bedroom with his throat cut. Now Hercule Poirot must put his deductive powers to the test to solve one of his most chilling cases--and to prevent a clever killer from spilling more blood.",http://books.google.com/books/content?id=EA0j4Jzn4vAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,335.0,night christmas cruel tyrannical filthyrich simeon lee found locked bedroom throat cut hercule poirot must put deductive power test solve one chilling casesand prevent clever killer spilling blood,fiction,Literature & Drama,0.050533391535282135,0.924318253993988,0.9595136046409607,0.0030315823387354612,0.019152337685227394,0.007576883304864168,0.0036920099519193172
9780007120819,0007120818,The Big Four,Agatha Christie,Fiction,"A ruthless international cartel seeks world domination... Framed in the doorway of Poirot's bedroom stood an uninvited guest, coated from head to foot in dust. The man's gaunt face stared for a moment, then he swayed and fell. Who was he? Was he suffering from shock or just exhaustion? Above all, what was the significance of the figure 4, scribbled over and over again on a sheet of paper? Poirot finds himself plunged into a world of international intrigue, risking his life to uncover the truth about 'Number Four'.",http://books.google.com/books/content?id=wcOQUSWQEdUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59,272.0,ruthless international cartel seek world domination framed doorway poirots bedroom stood uninvited guest coated head foot dust man gaunt face stared moment swayed fell suffering shock exhaustion significance figure scribbled sheet paper poirot find plunged world international intrigue risking life uncover truth number four,fiction,Literature & Drama,0.5636674165725708,0.858764111995697,0.19017139077186584,0.008597888983786106,0.2202935665845871,0.4695673882961273,0.7590734958648682
9780007120864,0007120869,The Thirteen Problems,Agatha Christie,Fiction,The Tuesday Night Club is a venue where locals challenge Miss Marple to solve recent crimes... One Tuesday evening a group gathers at Miss Marple's house and the conversation turns to unsolved crimes... The case of the disappearing bloodstains; the thief who committed his crime twice over; the message on the death-bed of a poisoned man which read 'heap of fish'; the strange case of the invisible will; a spiritualist who warned that 'Blue Geranium' meant death... Now pit your wits against the powers of deduction of the 'Tuesday Night Club'.,http://books.google.com/books/content?id=MK9JNwoZAncC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89,315.0,tuesday night club venue local challenge miss marple solve recent crime one tuesday evening group gather miss marples house conversation turn unsolved crime case disappearing bloodstain thief committed crime twice message deathbed poisoned man read heap fish strange case invisible spiritualist warned blue geranium meant death pit wit power deduction tuesday night club,fiction,Literature & Drama,0.9127215147018433,0.11138678342103958,0.6381643414497375,0.5314658880233765,0.5894890427589417,0.10732784867286682,0.14509038627147675
